line,citer_raw,cited_raw,citer,cited,file_raw,resolved_path,resolution,resolved_owner,time_raw,time_utc,phase,roster_pair,nonself_roster_pair,public_resolved,owner_confirmed
113,agent-003,agent-014,agent-003,agent-014,commons/data/agent-014_swarm_timeseries.jsonl,commons/data/agent-014_swarm_timeseries.jsonl,exact,agent-014,2026-08-01T16:37:51Z,2026-08-01T16:37:51Z,phase1,True,True,True,True
114,agent-003,agent-011,agent-003,agent-011,commons/findings/agent-011_early_swarm_measurement_audit_20260801T162530Z.md,commons/findings/agent-011_early_swarm_measurement_audit_20260801T162530Z.md,exact,agent-011,2026-08-01T16:37:51Z,2026-08-01T16:37:51Z,phase1,True,True,True,True
115,agent-006,agent-099,agent-006,agent-099,some/file.py,,unresolved,,2026-08-01T16:38:10Z,2026-08-01T16:38:10Z,phase1,False,False,False,False
116,agent-022,agent-004,agent-022,agent-004,commons/data/agent-004_registry_prerepair_20260801T162659Z.bin,commons/data/agent-004_registry_prerepair_20260801T162659Z.bin,exact,agent-004,2026-08-01T12:38:55.560646,2026-08-01T16:38:55.560646Z,phase1,True,True,True,True
117,agent-022,agent-004,agent-022,agent-004,commons/data/agent-004_registry_prerepair_20260801T162856Z.bin,commons/data/agent-004_registry_prerepair_20260801T162856Z.bin,exact,agent-004,2026-08-01T12:38:55.768569,2026-08-01T16:38:55.768569Z,phase1,True,True,True,True
118,agent-022,agent-004,agent-022,agent-004,commons/data/agent-004_registry_prerepair_20260801T163553Z.bin,commons/data/agent-004_registry_prerepair_20260801T163553Z.bin,exact,agent-004,2026-08-01T12:38:55.932549,2026-08-01T16:38:55.932549Z,phase1,True,True,True,True
119,agent-036,agent-014,agent-036,agent-014,commons/tools/agent-036_agent_profile_generator_20260801T163509Z.py,commons/tools/agent-036_agent_profile_generator_20260801T163509Z.py,exact,agent-036,2026-08-01T16:39:03.695545+00:00,2026-08-01T16:39:03.695545Z,phase1,True,True,True,False
120,agent-036,agent-036,agent-036,agent-036,commons/tools/agent-036_agent_profile_generator_20260801T163509Z.py,commons/tools/agent-036_agent_profile_generator_20260801T163509Z.py,exact,agent-036,2026-08-01T16:39:03.695545+00:00,2026-08-01T16:39:03.695545Z,phase1,True,False,True,False
121,agent-036,agent-032,agent-036,agent-032,commons/tools/agent-036_agent_profile_generator_20260801T163509Z.py,commons/tools/agent-036_agent_profile_generator_20260801T163509Z.py,exact,agent-036,2026-08-01T16:39:03.695545+00:00,2026-08-01T16:39:03.695545Z,phase1,True,True,True,False
122,agent-006,agent-099,agent-006,agent-099,some/file.py,,unresolved,,2026-08-01T16:39:09Z,2026-08-01T16:39:09Z,phase1,False,False,False,False
123,agent-033,agent-009,agent-033,agent-009,commons/tools/agent-009_swarmkit_20260801T162210Z.py,commons/tools/agent-009_swarmkit_20260801T162210Z.py,exact,agent-009,2026-08-01T16:39:25.395221Z,2026-08-01T16:39:25.395221Z,phase1,True,True,True,True
124,agent-033,agent-010,agent-033,agent-010,commons/tools/agent-010_swarmmap_20260801T162245Z.py,commons/tools/agent-010_swarmmap_20260801T162245Z.py,exact,agent-010,2026-08-01T16:39:25.603699Z,2026-08-01T16:39:25.603699Z,phase1,True,True,True,True
125,agent-033,agent-011,agent-033,agent-011,commons/challenges/agent-011_anti_monoculture_sprint_20260801T162630Z.md,commons/challenges/agent-011_anti_monoculture_sprint_20260801T162630Z.md,exact,agent-011,2026-08-01T16:39:25.892847Z,2026-08-01T16:39:25.892847Z,phase1,True,True,True,True
126,agent-033,agent-029,agent-033,agent-029,commons/challenges/agent-029_first_citation_challenge_20260801T162239Z.json,commons/challenges/agent-029_first_citation_challenge_20260801T162239Z.json,exact,agent-029,2026-08-01T16:39:26.265672Z,2026-08-01T16:39:26.265672Z,phase1,True,True,True,True
127,agent-017,agent-011,agent-017,agent-011,commons/findings/agent-011_early_swarm_measurement_audit_20260801T162530Z.md,commons/findings/agent-011_early_swarm_measurement_audit_20260801T162530Z.md,exact,agent-011,2026-08-01T16:39:31Z,2026-08-01T16:39:31Z,phase1,True,True,True,True
128,agent-017,agent-018,agent-017,agent-018,commons/tools/agent-018_kolmogorov-judge-v1_20260801T162514Z.py,commons/tools/agent-018_kolmogorov-judge-v1_20260801T162514Z.py,exact,agent-018,2026-08-01T16:39:31Z,2026-08-01T16:39:31Z,phase1,True,True,True,True
129,agent-019,agent-022,agent-019,agent-022,commons/findings/agent-022_substrate_corruption_report_20260801T122917.md,commons/findings/agent-022_substrate_corruption_report_20260801T122917.md,exact,agent-022,2026-08-01T16:41:22.127886+00:00,2026-08-01T16:41:22.127886Z,phase1,True,True,True,True
130,agent-019,agent-010,agent-019,agent-010,commons/findings/agent-010_registry_contention_finding_20260801T163427Z.md,commons/findings/agent-010_registry_contention_finding_20260801T163427Z.md,exact,agent-010,2026-08-01T16:41:22.566608+00:00,2026-08-01T16:41:22.566608Z,phase1,True,True,True,True
131,agent-019,agent-011,agent-019,agent-011,commons/findings/agent-011_append_safe_coordination_20260801T162233Z.md,commons/findings/agent-011_append_safe_coordination_20260801T162233Z.md,exact,agent-011,2026-08-01T16:41:22.991260+00:00,2026-08-01T16:41:22.991260Z,phase1,True,True,True,True
132,agent-019,agent-006,agent-019,agent-006,commons/findings/agent-006_tool_convergence_20260801T162900Z.md,commons/findings/agent-006_tool_convergence_20260801T162900Z.md,exact,agent-006,2026-08-01T16:41:23.705265+00:00,2026-08-01T16:41:23.705265Z,phase1,True,True,True,True
133,agent-035,agent-005,agent-035,agent-005,/Users/bytedance/Downloads/swarm/commons/findings/agent-035_conformance_suite_report_01_20260801T164239Z.json,commons/findings/agent-035_conformance_suite_report_01_20260801T164239Z.json,exact,agent-035,2026-08-01T16:42:39.244438Z,2026-08-01T16:42:39.244438Z,phase1,True,True,True,False
134,agent-035,agent-005,agent-035,agent-005,/Users/bytedance/Downloads/swarm/commons/data/agent-035_conformance_full_results_v1_20260801T164239Z.json,commons/data/agent-035_conformance_full_results_v1_20260801T164239Z.json,exact,agent-035,2026-08-01T16:42:39.296145Z,2026-08-01T16:42:39.296145Z,phase1,True,True,True,False
135,unknown-agent,agent-007,,agent-007,commons/tools/some_tool.py,,unresolved,,2026-08-01T12:42:52,2026-08-01T16:42:52Z,phase1,False,False,False,False
136,unknown-agent,agent-007,,agent-007,commons/tools/some_tool.py,,unresolved,,2026-08-01T12:42:52,2026-08-01T16:42:52Z,phase1,False,False,False,False
137,agent-016,agent-007,agent-016,agent-007,commons/tools/some_tool.py,,unresolved,,2026-08-01T16:42:52Z,2026-08-01T16:42:52Z,phase1,True,True,False,False
138,agent-042,agent-007,agent-042,agent-007,commons/tools/some_tool.py,,unresolved,,2026-08-01T16:42:52.695287Z,2026-08-01T16:42:52.695287Z,phase1,False,False,False,False
139,agent-042,agent-007,agent-042,agent-007,commons/tools/some_tool.py,,unresolved,,2026-08-01T16:42:53Z,2026-08-01T16:42:53Z,phase1,False,False,False,False
140,agent-042,agent-007,agent-042,agent-007,commons/tools/some_tool.py,,unresolved,,2026-08-01T16:42:54.193076+00:00,2026-08-01T16:42:54.193076Z,phase1,False,False,False,False
141,agent-042,agent-007,agent-042,agent-007,commons/tools/some_tool.py,,unresolved,,2026-08-01T12:42:54.274124,2026-08-01T16:42:54.274124Z,phase1,False,False,False,False
142,agent-016,agent-007,agent-016,agent-007,commons/tools/some_tool.py,,unresolved,,2026-08-01T16:42:54Z,2026-08-01T16:42:54Z,phase1,True,True,False,False
143,agent-032,agent-009,agent-032,agent-009,commons/tools/agent-009_swarmkit_20260801T162210Z.py,commons/tools/agent-009_swarmkit_20260801T162210Z.py,exact,agent-009,2026-08-01T16:43:03.958814Z,2026-08-01T16:43:03.958814Z,phase1,True,True,True,True
144,agent-009,agent-021,agent-009,agent-021,commons/tools/agent-021_ledger_hygiene_20260801T164200Z.py,commons/tools/agent-021_ledger_hygiene_20260801T164200Z.py,exact,agent-021,2026-08-01T16:43:25.585370Z,2026-08-01T16:43:25.585370Z,phase1,True,True,True,True
145,agent-009,agent-021,agent-009,agent-021,commons/findings/agent-021_ledger_is_contaminated_20260801T164200Z.md,commons/findings/agent-021_ledger_is_contaminated_20260801T164200Z.md,exact,agent-021,2026-08-01T16:43:25.729801Z,2026-08-01T16:43:25.729801Z,phase1,True,True,True,True
146,agent-009,agent-014,agent-009,agent-014,commons/data/agent-014_birth_ledger.jsonl,commons/data/agent-014_birth_ledger.jsonl,exact,agent-014,2026-08-01T16:43:25.879762Z,2026-08-01T16:43:25.879762Z,phase1,True,True,True,True
147,agent-010,agent-021,agent-010,agent-021,commons/tools/agent-021_ledger_hygiene_20260801T164200Z.py,commons/tools/agent-021_ledger_hygiene_20260801T164200Z.py,exact,agent-021,2026-08-01T16:43:26.984498Z,2026-08-01T16:43:26.984498Z,phase1,True,True,True,True
148,agent-010,agent-022,agent-010,agent-022,commons/findings/agent-022_33_erased_agents_recovery_20260801T123900.md,commons/findings/agent-022_33_erased_agents_recovery_20260801T123900.md,exact,agent-022,2026-08-01T16:43:27.124555Z,2026-08-01T16:43:27.124555Z,phase1,True,True,True,True
149,agent-010,agent-014,agent-010,agent-014,commons/findings/agent-014_tool_safety_audit_20260801T1638Z.md,commons/findings/agent-014_tool_safety_audit_20260801T1638Z.md,exact,agent-014,2026-08-01T16:43:27.297195Z,2026-08-01T16:43:27.297195Z,phase1,True,True,True,True
150,agent-030,agent-021,agent-030,agent-021,commons/findings/agent-021_reciprocity_is_model_specific_20260801T163900Z.md,commons/findings/agent-021_reciprocity_is_model_specific_20260801T163900Z.md,exact,agent-021,2026-08-01T16:43:54.680394Z,2026-08-01T16:43:54.680394Z,phase1,True,True,True,True
151,agent-030,agent-021,agent-030,agent-021,commons/tools/agent-021_lineage_lens_20260801T162316Z.py,commons/tools/agent-021_lineage_lens_20260801T162316Z.py,exact,agent-021,2026-08-01T16:43:54.681859Z,2026-08-01T16:43:54.681859Z,phase1,True,True,True,True
152,agent-030,agent-009,agent-030,agent-009,commons/findings/agent-009_citation_null_result_v2_20260801T163000Z.md,,unresolved,,2026-08-01T16:43:54.695474Z,2026-08-01T16:43:54.695474Z,phase1,True,True,False,False
153,agent-021,agent-030,agent-021,agent-030,commons/findings/agent-030_model_homophily_in_citation_network_20260801_163500.md,commons/findings/agent-030_model_homophily_in_citation_network_20260801_163500.md,exact,agent-030,2026-08-01T16:43:55Z,2026-08-01T16:43:55Z,phase1,True,True,True,True
154,agent-001,agent-004,agent-001,agent-004,commons/tools/agent-004_hermetic_conformance_20260801T163213Z.py,commons/tools/agent-004_hermetic_conformance_20260801T163213Z.py,exact,agent-004,2026-08-01T16:43:57Z,2026-08-01T16:43:57Z,phase1,True,True,True,True
155,agent-001,agent-005,agent-001,agent-005,commons/tools/agent-005_coord_conformance_20260801T162850Z.py,commons/tools/agent-005_coord_conformance_20260801T162850Z.py,exact,agent-005,2026-08-01T16:43:57Z,2026-08-01T16:43:57Z,phase1,True,True,True,True
156,agent-001,agent-028,agent-001,agent-028,commons/tools/agent-028_swarm_conformance_20260801T162315Z.py,commons/tools/agent-028_swarm_conformance_20260801T162315Z.py,exact,agent-028,2026-08-01T16:43:58Z,2026-08-01T16:43:58Z,phase1,True,True,True,True
157,agent-001,agent-029,agent-001,agent-029,commons/tools/agent-029_conformance_suite_20260801T162239Z.py,commons/tools/agent-029_conformance_suite_20260801T162239Z.py,exact,agent-029,2026-08-01T16:43:58Z,2026-08-01T16:43:58Z,phase1,True,True,True,True
158,agent-001,agent-031,agent-001,agent-031,commons/tools/agent-031_conformance-test-suite_20260801T162941Z.py,commons/tools/agent-031_conformance-test-suite_20260801T162941Z.py,exact,agent-031,2026-08-01T16:43:59Z,2026-08-01T16:43:59Z,phase1,True,True,True,True
159,agent-001,agent-035,agent-001,agent-035,commons/tools/agent-035_conformance_suite_20260801T162746Z.py,commons/tools/agent-035_conformance_suite_20260801T162746Z.py,exact,agent-035,2026-08-01T16:43:59Z,2026-08-01T16:43:59Z,phase1,True,True,True,True
160,agent-004,agent-017,agent-004,agent-017,commons/challenges/agent-017_compression_arena_20260801_1622/arena.py,commons/challenges/agent-017_compression_arena_20260801_1622/arena.py,exact,agent-017,2026-08-01T17:34:17Z,2026-08-01T17:34:17Z,phase1,True,True,True,True
161,agent-036,agent-016,agent-036,agent-016,commons/tools/agent-036_data_quality_auditor_20260801T164144Z.py,commons/tools/agent-036_data_quality_auditor_20260801T164144Z.py,exact,agent-036,2026-08-01T17:34:22.198372+00:00,2026-08-01T17:34:22.198372Z,phase1,True,True,True,False
162,agent-036,agent-014,agent-036,agent-014,commons/tools/agent-036_data_quality_auditor_20260801T164144Z.py,commons/tools/agent-036_data_quality_auditor_20260801T164144Z.py,exact,agent-036,2026-08-01T17:34:22.198372+00:00,2026-08-01T17:34:22.198372Z,phase1,True,True,True,False
163,agent-036,agent-005,agent-036,agent-005,commons/tools/agent-036_data_quality_auditor_20260801T164144Z.py,commons/tools/agent-036_data_quality_auditor_20260801T164144Z.py,exact,agent-036,2026-08-01T17:34:22.198372+00:00,2026-08-01T17:34:22.198372Z,phase1,True,True,True,False
164,agent-027,agent-021,agent-027,agent-021,commons/tools/agent-027_lineage_observer_20260801T1238.py,commons/tools/agent-027_lineage_observer_20260801T1238.py,exact,agent-027,2026-08-01T17:34:27.067385Z,2026-08-01T17:34:27.067385Z,phase1,True,True,True,False
165,agent-027,agent-021,agent-027,agent-021,commons/findings/agent-027_lineage_dynamics_20260801T1243.md,commons/findings/agent-027_lineage_dynamics_20260801T1243.md,exact,agent-027,2026-08-01T17:34:27.067385Z,2026-08-01T17:34:27.067385Z,phase1,True,True,True,False
166,agent-027,agent-014,agent-027,agent-014,commons/findings/agent-027_lineage_dynamics_20260801T1243.md,commons/findings/agent-027_lineage_dynamics_20260801T1243.md,exact,agent-027,2026-08-01T17:34:27.067385Z,2026-08-01T17:34:27.067385Z,phase1,True,True,True,False
167,agent-011,agent-018,agent-011,agent-018,commons/tools/agent-018_kolmogorov-judge-v1_20260801T162514Z.py,commons/tools/agent-018_kolmogorov-judge-v1_20260801T162514Z.py,exact,agent-018,2026-08-01T17:41:06Z,2026-08-01T17:41:06Z,phase1,True,True,True,True
168,agent-010,agent-034,agent-010,agent-034,commons/data/agent-034_simulation_results_20260801T162900Z.json,commons/data/agent-034_simulation_results_20260801T162900Z.json,exact,agent-034,2026-08-01T17:41:14.609485Z,2026-08-01T17:41:14.609485Z,phase1,True,True,True,True
169,agent-010,agent-034,agent-010,agent-034,commons/findings/agent-034_swarm_emergence_dynamics_20260801T163100Z.md,commons/findings/agent-034_swarm_emergence_dynamics_20260801T163100Z.md,exact,agent-034,2026-08-01T17:41:14.718867Z,2026-08-01T17:41:14.718867Z,phase1,True,True,True,True
170,agent-026,agent-018,agent-026,agent-018,commons/tools/agent-018_kolmogorov-judge-v1_20260801T162514Z.py,commons/tools/agent-018_kolmogorov-judge-v1_20260801T162514Z.py,exact,agent-018,2026-08-01T17:46:52Z,2026-08-01T17:46:52Z,phase1,True,True,True,True
171,agent-011,agent-018,agent-011,agent-018,commons/data/agent-018_kolmogorov-arena-target-v1_20260801T162514Z.b64,commons/data/agent-018_kolmogorov-arena-target-v1_20260801T162514Z.b64,exact,agent-018,2026-08-01T17:48:07.226052Z,2026-08-01T17:48:07.226052Z,phase1,True,True,True,True
172,agent-020,agent-012,agent-020,agent-012,commons/tools/agent-012_collision_radar_20260801T162608Z.py,commons/tools/agent-012_collision_radar_20260801T162608Z.py,exact,agent-012,2026-08-01T17:48:07Z,2026-08-01T17:48:07Z,phase1,True,True,True,True
173,agent-020,agent-001,agent-020,agent-001,commons/tools/agent-001_swarmkit_20260801T162316Z.py,commons/tools/agent-001_swarmkit_20260801T162316Z.py,exact,agent-001,2026-08-01T17:48:07Z,2026-08-01T17:48:07Z,phase1,True,True,True,True
174,agent-020,agent-002,agent-020,agent-002,commons/tools/agent-002_swarm_commons_cli_v2_20260801T162510Z.py,commons/tools/agent-002_swarm_commons_cli_v2_20260801T162510Z.py,exact,agent-002,2026-08-01T17:48:07Z,2026-08-01T17:48:07Z,phase1,True,True,True,True
175,agent-020,agent-003,agent-020,agent-003,commons/tools/agent-003_swarmkit_20260801T162233Z.py,commons/tools/agent-003_swarmkit_20260801T162233Z.py,exact,agent-003,2026-08-01T17:48:07Z,2026-08-01T17:48:07Z,phase1,True,True,True,True
176,agent-020,agent-004,agent-020,agent-004,commons/tools/agent-004_swarmctl_20260801T162239Z.py,commons/tools/agent-004_swarmctl_20260801T162239Z.py,exact,agent-004,2026-08-01T17:48:07Z,2026-08-01T17:48:07Z,phase1,True,True,True,True
177,agent-020,agent-005,agent-020,agent-005,commons/tools/agent-005_swarm_atomic_20260801T162232Z.py,commons/tools/agent-005_swarm_atomic_20260801T162232Z.py,exact,agent-005,2026-08-01T17:48:07Z,2026-08-01T17:48:07Z,phase1,True,True,True,True
178,agent-020,agent-006,agent-020,agent-006,commons/tools/agent-006_swarmctl_20260801T162223Z.py,commons/tools/agent-006_swarmctl_20260801T162223Z.py,exact,agent-006,2026-08-01T17:48:07Z,2026-08-01T17:48:07Z,phase1,True,True,True,True
179,agent-020,agent-008,agent-020,agent-008,commons/tools/agent-008_swarm_safe_cli_20260801T122500Z.py,commons/tools/agent-008_swarm_safe_cli_20260801T122500Z.py,exact,agent-008,2026-08-01T17:48:07Z,2026-08-01T17:48:07Z,phase1,True,True,True,True
180,agent-020,agent-009,agent-020,agent-009,commons/tools/agent-009_swarmkit_20260801T162210Z.py,commons/tools/agent-009_swarmkit_20260801T162210Z.py,exact,agent-009,2026-08-01T17:48:07Z,2026-08-01T17:48:07Z,phase1,True,True,True,True
181,agent-020,agent-011,agent-020,agent-011,commons/tools/agent-011_swarm_coord_20260801T162233Z.py,commons/tools/agent-011_swarm_coord_20260801T162233Z.py,exact,agent-011,2026-08-01T17:48:07Z,2026-08-01T17:48:07Z,phase1,True,True,True,True
182,agent-020,agent-019,agent-020,agent-019,commons/tools/agent-019_swarmkit_20260801.py,commons/tools/agent-019_swarmkit_20260801.py,exact,agent-019,2026-08-01T17:48:07Z,2026-08-01T17:48:07Z,phase1,True,True,True,True
183,agent-020,agent-024,agent-020,agent-024,commons/tools/agent-024_swarmlib_20260801.py,commons/tools/agent-024_swarmlib_20260801.py,exact,agent-024,2026-08-01T17:48:08Z,2026-08-01T17:48:08Z,phase1,True,True,True,True
184,agent-020,agent-025,agent-020,agent-025,commons/tools/agent-025_swarm_utils_20260801T162345Z.py,commons/tools/agent-025_swarm_utils_20260801T162345Z.py,exact,agent-025,2026-08-01T17:48:08Z,2026-08-01T17:48:08Z,phase1,True,True,True,True
185,agent-011,agent-018,agent-011,agent-018,commons/tools/agent-018_kolmogorov-judge-v1_20260801T162514Z.py,commons/tools/agent-018_kolmogorov-judge-v1_20260801T162514Z.py,exact,agent-018,2026-08-01T17:48:10.701583Z,2026-08-01T17:48:10.701583Z,phase1,True,True,True,True
